precio,m2,antiguedad,salas,dormitorios,renta_zona,poblacion_zona
197150.69999999998,246.08,5.59,7.0,5.0,51967.24,21454.2
417060.0,229.63,5.21,7.0,4.0,81707.24,37968.89
184136.40000000002,224.57,4.64,6.0,4.0,59865.77,30905.02
203331.59999999998,266.65,2.92,8.0,3.0,61544.58,30699.39
460784.10000000003,295.91,5.06,9.0,3.0,80228.6,27255.25
297001.5,219.81,5.49,6.0,4.0,60865.4,43351.37
311814.30000000005,209.87,5.87,6.0,4.0,59866.95,32064.6
332186.1,263.78,4.21,8.0,4.0,64769.64,43510.94
402273.0,236.81,5.41,7.0,2.0,89286.08,26176.77
400765.19999999995,255.49,6.6,7.0,5.0,83373.01,25663.23
304503.30000000005,298.34,5.95,9.0,3.0,59278.95,12351.72
203094.0,206.91,4.24,6.0,2.0,71232.91,31088.89
333034.19999999995,208.31,5.78,6.0,2.0,72102.56,41409.17
492309.0,289.7,5.64,9.0,5.0,80528.5,37717.25
274313.4,262.53,5.37,8.0,3.0,54051.02,27822.5
377569.19999999995,245.3,5.62,7.0,6.0,66465.37,41130.09
432272.69999999995,246.83,4.44,7.0,5.0,70085.95,51446.69
487241.39999999997,260.96,6.21,8.0,6.0,75475.51,47447.88
560965.8,233.9,7.67,7.0,4.0,88824.5,28715.7
390824.69999999995,298.53,4.01,9.0,3.0,65948.92,41260.92
428859.0,279.54,5.68,8.0,6.0,68219.51,42342.58
306948.9,254.75,5.27,7.0,3.0,74881.06,23526.5
202071.30000000002,204.64,3.44,6.0,4.0,59886.42,54546.83
497300.10000000003,251.76,5.39,7.0,4.0,75291.06,48224.14
417625.19999999995,281.54,6.91,8.0,4.0,69350.79,36779.06
408030.30000000005,253.02,6.01,7.0,6.0,79687.76,20867.67
330906.30000000005,246.26,6.35,7.0,5.0,61679.17,34867.99
396874.19999999995,208.87,6.46,6.0,4.0,77527.54,41812.8
391555.80000000005,258.8,6.3,8.0,6.0,65010.55,34706.87
429455.10000000003,255.58,6.57,7.0,5.0,60503.0,49155.51
341234.1,236.43,6.93,7.0,3.0,52282.12,45867.87
303143.1,240.97,4.7,7.0,4.0,54293.14,49751.63
434709.89999999997,213.76,7.19,6.0,4.0,64912.52,48685.42
319371.0,207.79,5.91,6.0,3.0,70213.65,34386.43
182174.7,291.18,3.66,9.0,4.0,48640.1,33381.24
360668.4,254.39,3.88,7.0,4.0,64534.47,52933.67
245044.19999999998,203.41,5.23,6.0,2.0,58337.23,38235.03
479447.69999999995,202.27,6.2,6.0,2.0,78845.76,54845.49
497514.30000000005,271.02,5.49,8.0,5.0,74691.95,55403.09
393627.89999999997,230.49,6.37,7.0,3.0,68217.68,49240.84
194394.90000000002,225.21,6.13,6.0,4.0,55306.14,32142.95
447836.10000000003,328.13,6.98,10.0,5.0,69012.77,33069.76
188320.2,262.9,4.07,8.0,3.0,60846.62,28172.07
548250.3,289.24,4.27,9.0,6.0,93838.1,44138.01
401776.5,256.29,4.65,7.0,4.0,78918.87,36711.62
486284.69999999995,190.64,6.54,5.0,4.0,83896.36,43672.63
491383.5,240.02,6.9,7.0,3.0,78501.86,34685.82
365066.4,243.95,4.57,7.0,3.0,78239.41,36936.63
466649.39999999997,236.49,5.96,7.0,4.0,70220.04,46222.46
261914.40000000002,255.73,4.93,7.0,6.0,62184.54,26008.31
253816.80000000002,212.0,4.2,6.0,2.0,68201.41,43468.16
308548.19999999995,219.92,7.48,6.0,3.0,66862.88,15325.65
470880.0,242.95,7.01,7.0,4.0,83638.12,24565.98
539469.8999999999,245.19,5.48,7.0,3.0,81149.73,54929.67
420644.10000000003,295.49,4.64,9.0,3.0,75318.69,33280.59
119673.0,193.58,4.97,5.0,4.0,50847.11,34763.7
279947.1,218.93,5.37,6.0,2.0,70090.32,26390.81
213685.80000000002,265.71,3.56,8.0,5.0,63629.85,33517.69
378578.1,249.84,4.74,7.0,3.0,67076.05,40406.51
319189.19999999995,230.7,6.23,7.0,4.0,61909.04,28953.93
390608.69999999995,241.17,5.92,7.0,2.0,66623.69,47995.1
587367.6000000001,263.8,7.11,8.0,3.0,82391.52,33232.34
254745.90000000002,213.64,5.47,6.0,2.0,62917.32,36845.31
321216.0,258.46,7.1,8.0,6.0,61214.74,32254.4
214249.80000000002,222.65,4.85,6.0,3.0,55952.69,30758.28
432564.89999999997,187.09,6.15,5.0,3.0,93993.4,37062.48
208104.30000000002,263.05,3.72,8.0,3.0,69436.14,30884.96
318037.19999999995,242.29,4.79,7.0,3.0,67295.02,40190.1
460578.60000000003,255.66,6.72,7.0,5.0,77825.23,31439.97
436404.60000000003,273.01,6.88,8.0,5.0,54432.46,41557.58
318777.9,260.68,5.08,8.0,3.0,58180.42,36506.98
572357.7,226.05,6.85,6.0,2.0,88904.34,41807.6
289595.69999999995,212.4,6.3,6.0,2.0,79442.51,4114.49
332892.0,210.16,6.27,6.0,2.0,67389.9,34710.21
335578.5,230.16,5.79,7.0,3.0,64381.08,44712.48
314898.30000000005,261.87,4.92,8.0,4.0,70881.44,36040.21
688394.3999999999,240.72,8.09,7.0,4.0,82859.59,60040.55
406818.60000000003,255.67,5.45,7.0,6.0,66736.99,54086.9
296971.19999999995,184.71,7.17,5.0,3.0,66274.46,30082.07
449772.89999999997,226.03,7.24,6.0,3.0,64621.64,44288.09
348074.1,231.72,5.66,7.0,2.0,67285.32,37956.29
390704.4,208.7,6.26,6.0,2.0,69916.81,41686.41
465993.30000000005,238.65,6.16,7.0,4.0,85802.97,26139.27
283575.6,212.3,4.28,6.0,4.0,77459.76,37910.29
347609.4,266.21,6.04,8.0,6.0,69612.4,26489.31
378371.69999999995,179.25,7.33,5.0,3.0,74898.66,32530.26
377184.6,241.78,6.53,7.0,3.0,59483.93,38894.23
383839.5,263.02,5.65,8.0,4.0,68527.54,34977.45
283156.5,255.97,5.26,7.0,6.0,48278.86,51148.23
421362.30000000005,195.14,6.64,5.0,2.0,74333.54,41440.2
388990.80000000005,258.63,4.84,8.0,5.0,91118.13,23038.45
435298.80000000005,241.04,5.59,7.0,2.0,75667.79,46782.39
496489.5,274.89,5.75,8.0,4.0,81754.91,42975.62
309260.1,215.81,5.92,6.0,3.0,62314.21,48263.04
361230.9,186.07,7.38,5.0,4.0,64421.25,42873.05
334716.6,234.88,5.15,7.0,3.0,68631.71,39635.83
182058.90000000002,243.92,3.52,7.0,3.0,60317.78,32276.03
291352.5,254.67,6.72,7.0,3.0,58387.98,28318.26
308956.80000000005,250.53,4.9,7.0,6.0,62406.53,30541.1
374037.30000000005,224.51,5.89,6.0,4.0,81025.45,25851.04
344065.80000000005,184.6,6.07,5.0,2.0,75951.57,35230.8
322665.0,233.24,6.18,7.0,4.0,73480.21,19481.39
322278.9,226.98,6.8,6.0,2.0,67535.21,32375.83
334618.19999999995,238.33,6.54,7.0,2.0,61577.43,34810.29
448863.0,289.66,5.21,9.0,3.0,73388.47,41648.11
389997.6,302.96,5.11,9.0,6.0,57730.32,42451.31
434095.19999999995,221.26,7.41,6.0,4.0,68101.12,29827.67
377212.80000000005,233.22,6.23,7.0,4.0,63513.47,46819.13
464791.19999999995,220.67,6.26,6.0,2.0,75866.04,36698.65
248543.09999999998,232.39,6.09,7.0,3.0,58696.59,21434.06
492603.30000000005,230.41,6.16,7.0,2.0,76415.55,52719.92
254216.09999999998,219.81,4.98,6.0,2.0,71090.65,26030.46
290424.6,238.79,4.76,7.0,2.0,67470.51,32200.52
448615.19999999995,243.2,7.73,7.0,6.0,65244.88,39757.7
203616.59999999998,224.76,4.18,6.0,3.0,61249.57,30288.7
428265.30000000005,238.96,6.5,7.0,4.0,77502.47,39075.64
328161.9,257.39,6.84,7.0,5.0,51445.19,44966.07
495969.89999999997,220.44,6.89,6.0,2.0,73956.99,46775.81
353481.6,242.71,5.2,7.0,3.0,70221.36,39692.11
226753.19999999998,225.73,5.52,6.0,3.0,58354.57,35765.75
363110.1,277.07,3.87,8.0,5.0,79274.8,42773.61
294069.30000000005,229.09,5.92,7.0,2.0,58195.29,31789.97
336624.9,249.77,5.06,7.0,4.0,68001.2,47116.06
432412.80000000005,238.32,5.66,7.0,3.0,80174.92,45233.33
375538.19999999995,240.55,6.89,7.0,3.0,57160.2,43467.15
377165.1,252.55,6.21,7.0,5.0,70799.77,33865.62
596043.3,273.81,5.37,8.0,5.0,95000.79,44202.66
465072.60000000003,235.1,7.42,7.0,4.0,76808.34,31129.64
391538.1,261.64,5.85,8.0,3.0,63167.19,34317.5
282048.9,194.01,4.33,5.0,2.0,68366.34,42522.59
207287.69999999998,247.72,5.64,7.0,4.0,67920.18,15800.75
345909.0,274.2,4.29,8.0,5.0,68803.55,39475.4
334946.1,278.93,7.16,8.0,5.0,62126.75,20803.69
460251.60000000003,223.51,7.03,6.0,3.0,76398.38,39014.97
268030.5,274.44,6.33,8.0,4.0,55510.47,26153.07
120344.70000000001,221.84,5.64,6.0,2.0,38734.01,38890.89
387226.5,284.97,4.94,8.0,6.0,62245.74,44373.63
559521.3,245.39,6.21,7.0,6.0,88933.2,52976.31
375429.30000000005,268.54,4.69,8.0,5.0,58229.77,44972.03
340173.30000000005,198.52,6.42,6.0,3.0,58282.1,49585.56
506427.89999999997,290.01,5.48,9.0,4.0,73689.43,49240.32
418239.60000000003,252.91,5.59,7.0,4.0,61667.72,65184.58
277033.19999999995,227.3,5.36,6.0,4.0,78462.91,17227.91
339460.19999999995,288.82,5.51,9.0,3.0,50857.1,40790.18
442710.30000000005,245.47,6.67,7.0,3.0,73331.55,42656.44
252895.80000000002,249.67,4.89,7.0,3.0,52541.32,41258.26
398315.39999999997,201.78,5.93,6.0,4.0,77922.99,36561.83
366210.30000000005,227.82,6.47,6.0,2.0,68811.67,33910.83
420952.80000000005,258.71,8.22,8.0,3.0,55421.17,30995.21
399496.80000000005,257.68,6.11,7.0,4.0,68776.67,37986.7
315470.4,268.53,4.59,8.0,4.0,55691.5,44019.21
544157.3999999999,283.07,6.11,8.0,3.0,72654.57,51456.15
312371.4,243.09,5.88,7.0,4.0,67362.46,32363.38
523826.10000000003,224.01,6.31,6.0,2.0,90864.0,41837.48
423864.60000000003,217.36,6.31,6.0,4.0,69173.67,44935.38
467288.10000000003,267.7,5.58,8.0,6.0,85592.38,25670.38
539131.5,256.65,7.05,7.0,3.0,61625.06,52850.41
276974.1,201.43,6.81,6.0,4.0,65198.0,28162.44
250255.80000000002,194.5,4.75,5.0,3.0,76009.3,26888.41
481125.0,238.66,7.8,7.0,2.0,69421.03,38962.02
453298.80000000005,207.35,5.97,6.0,3.0,79348.44,50519.29
448961.69999999995,265.69,5.89,8.0,4.0,81239.17,27384.87
434197.80000000005,275.69,5.63,8.0,5.0,71348.47,45263.04
408552.60000000003,290.12,6.7,9.0,6.0,76024.77,16619.27
422993.10000000003,245.45,6.17,7.0,5.0,62421.97,50370.06
460233.60000000003,239.59,6.5,7.0,2.0,85192.74,22850.06
445406.39999999997,244.93,5.63,7.0,6.0,76113.37,46903.74
413750.69999999995,281.88,5.63,8.0,3.0,75767.7,27444.59
565315.8,285.03,4.44,8.0,3.0,78070.07,60023.36
256915.19999999998,256.7,5.0,7.0,6.0,70965.07,15482.45
506853.60000000003,222.29,6.82,6.0,3.0,83016.43,34140.17
492055.80000000005,266.26,5.96,8.0,4.0,71105.29,48457.02
135759.0,215.33,5.25,6.0,4.0,42814.99,41426.39
294043.80000000005,216.16,4.87,6.0,3.0,68071.43,35525.88
434822.69999999995,260.87,4.88,8.0,5.0,72992.36,35123.38
244435.19999999998,237.61,4.82,7.0,3.0,60912.72,41100.33
520691.10000000003,271.32,7.6,8.0,5.0,70670.58,40022.34
289477.19999999995,198.86,6.85,6.0,3.0,52308.34,35703.99
447215.39999999997,253.55,6.56,7.0,5.0,68210.63,52591.36
325855.80000000005,273.57,5.72,8.0,5.0,69380.01,28115.6
527754.0,252.15,6.61,7.0,4.0,80366.37,42775.98
394748.69999999995,236.82,5.76,7.0,2.0,74775.22,36903.31
341305.5,259.17,6.41,8.0,3.0,65210.24,39286.16
433846.5,221.1,6.2,6.0,4.0,77336.03,30222.69
480870.89999999997,242.04,6.47,7.0,4.0,72661.75,47048.49
432073.80000000005,261.88,5.4,8.0,3.0,78656.38,30157.63
240043.80000000002,183.02,4.99,5.0,4.0,63824.39,40086.46
447461.39999999997,303.95,5.15,9.0,4.0,74625.74,35548.65
290796.9,217.96,6.47,6.0,3.0,60749.23,32891.16
316731.9,265.34,5.16,8.0,6.0,68780.91,36591.96
389829.0,230.35,6.65,7.0,4.0,68923.68,40903.56
402028.5,232.78,6.75,7.0,2.0,70190.8,29215.14
517119.0,233.19,6.26,7.0,3.0,86690.87,42589.62
364231.5,255.22,5.53,7.0,5.0,68935.22,37908.35
118091.70000000001,208.51,5.44,6.0,2.0,56852.0,23915.56
441762.0,240.74,7.61,7.0,3.0,51586.27,55449.41
150765.90000000002,208.33,4.36,6.0,4.0,58276.58,31457.04
388867.19999999995,170.42,6.45,5.0,4.0,82713.91,29936.4
402844.5,210.11,5.97,6.0,2.0,73451.09,49251.81
509466.0,230.11,7.26,7.0,4.0,69667.18,53056.06
166651.2,259.94,4.61,8.0,4.0,59375.19,20794.82
389694.30000000005,247.19,5.8,7.0,3.0,66036.74,45577.3
432221.10000000003,218.78,7.65,6.0,4.0,65885.14,34100.92
343605.30000000005,260.33,5.66,8.0,6.0,77417.22,26527.3
464087.10000000003,242.82,6.81,7.0,4.0,78276.4,29483.36
321245.69999999995,238.73,6.44,7.0,2.0,67160.85,33805.33
598036.2,208.15,7.75,6.0,3.0,81835.86,51039.39
267594.30000000005,227.42,4.14,6.0,3.0,61426.0,45701.33
433152.60000000003,272.7,6.61,8.0,6.0,80889.67,12513.68
391566.0,212.43,4.14,6.0,2.0,91458.33,34252.73
371612.69999999995,264.9,5.46,8.0,6.0,59119.59,45539.12
372416.1,229.4,6.2,7.0,3.0,77413.93,28795.12
254702.69999999998,206.33,5.63,6.0,4.0,60421.75,32754.83
497035.5,277.29,6.99,8.0,6.0,79354.05,39092.19
568995.0,330.55,8.38,10.0,5.0,63151.16,42266.29
390108.6,276.69,6.1,8.0,6.0,68805.02,40744.09
347924.69999999995,261.47,3.78,8.0,4.0,78032.88,35334.63
379123.19999999995,238.74,7.17,7.0,2.0,76071.79,15586.36
387793.19999999995,251.48,6.91,7.0,6.0,63334.57,35638.54
407313.30000000005,274.02,5.66,8.0,3.0,63650.86,46457.02
283665.30000000005,229.26,4.82,7.0,3.0,66181.92,25337.01
471630.0,264.17,6.14,8.0,5.0,71717.19,51974.84
605827.2,286.98,7.81,8.0,3.0,74419.54,48591.39
249441.59999999998,198.77,6.59,6.0,4.0,59289.68,29496.95
422504.10000000003,204.92,7.06,6.0,3.0,72197.38,34598.98
346237.80000000005,234.01,5.84,7.0,2.0,69423.93,36409.13
456325.5,295.32,4.31,9.0,5.0,64231.68,59717.67
456643.19999999995,313.98,4.99,9.0,4.0,66005.31,43283.93
458614.19999999995,221.25,6.02,6.0,4.0,82943.89,50524.74
386712.6,245.21,5.91,7.0,4.0,71735.98,38244.58
366839.69999999995,252.19,6.74,7.0,6.0,57319.95,44738.4
237652.19999999998,168.66,4.51,5.0,3.0,72363.2,42543.54
526190.1000000001,264.28,5.06,8.0,3.0,87678.16,43805.52
344857.5,218.9,6.21,6.0,4.0,66404.17,35977.32
562949.1000000001,250.56,5.08,7.0,6.0,94295.66,46014.58
313604.4,222.42,6.59,6.0,3.0,60891.73,41217.12
396990.30000000005,225.58,4.76,6.0,3.0,82264.15,37581.05
299172.0,226.66,5.42,6.0,2.0,58666.23,48132.62
361482.0,256.84,7.29,7.0,4.0,62497.33,27485.24
563382.6000000001,270.93,7.98,8.0,5.0,84226.17,30167.23
373515.9,262.19,5.33,8.0,3.0,74380.94,37315.79
349797.30000000005,217.73,5.58,6.0,2.0,73753.74,24970.71
455145.89999999997,246.63,4.77,7.0,4.0,76355.74,50209.55
254330.40000000002,214.88,5.48,6.0,3.0,59024.71,36271.53
303680.69999999995,243.94,6.69,7.0,3.0,54241.46,38997.78
431829.30000000005,228.87,4.61,7.0,2.0,90493.6,45211.01
438453.60000000003,223.25,6.56,6.0,2.0,82665.22,35513.46
203576.09999999998,263.41,6.03,8.0,4.0,45520.55,20070.23
235005.30000000002,165.37,6.3,4.0,4.0,58927.58,49100.82
449865.60000000003,293.76,6.49,9.0,6.0,63689.48,36260.07
437526.89999999997,266.14,6.33,8.0,4.0,82989.96,19372.75
368664.0,221.46,5.19,6.0,3.0,81614.87,33611.44
279714.30000000005,199.49,5.18,6.0,4.0,78661.55,25087.37
250280.40000000002,248.72,5.36,7.0,4.0,56907.13,38959.49
405302.10000000003,299.97,5.74,9.0,6.0,74636.9,22880.82
320636.1,203.83,4.79,6.0,3.0,63926.11,54954.76
337318.80000000005,285.74,6.42,8.0,4.0,62320.26,14596.25
711069.3,257.32,7.8,7.0,6.0,101599.67,37523.86
400485.89999999997,266.78,7.47,8.0,6.0,66051.55,26761.94
451332.30000000005,202.43,6.65,6.0,4.0,71475.83,48227.07
346030.5,240.31,5.39,7.0,3.0,63137.98,47697.27
377807.1,286.72,6.32,8.0,3.0,57223.57,44907.38
470323.80000000005,212.45,6.91,6.0,4.0,76075.15,40368.56
454926.0,252.99,6.02,7.0,5.0,74579.27,44873.84
409545.30000000005,236.0,5.8,7.0,3.0,84292.53,36446.87
313809.0,194.95,5.08,5.0,4.0,79120.44,39563.97
370189.80000000005,238.36,6.15,7.0,2.0,57143.68,51479.07
302930.69999999995,200.54,6.11,6.0,4.0,66300.58,31581.84
436079.39999999997,207.54,6.25,6.0,4.0,70161.33,37787.66
330962.1,233.61,6.05,7.0,3.0,75212.33,23162.91
471376.19999999995,186.11,6.53,5.0,2.0,86762.88,47724.58
420033.60000000003,198.35,6.58,6.0,2.0,69180.02,38114.53
546896.3999999999,279.22,6.92,8.0,4.0,78010.92,44157.29
352424.4,273.44,6.28,8.0,4.0,65192.11,26228.39
344372.69999999995,222.01,4.34,6.0,2.0,61325.08,51406.74
337237.80000000005,226.42,5.46,6.0,3.0,62617.33,48372.3
246880.5,227.97,3.75,7.0,2.0,63970.62,31944.55
434632.5,253.45,6.38,7.0,3.0,68860.59,40542.81
319089.30000000005,270.55,4.78,8.0,4.0,66701.77,37752.92
258497.09999999998,260.6,4.74,8.0,3.0,73823.94,10555.7
310428.0,218.66,5.38,6.0,4.0,62995.19,34347.24
372259.19999999995,232.59,5.64,7.0,3.0,75864.5,35756.69
432711.60000000003,266.92,6.71,8.0,5.0,72687.73,35427.11
417186.0,283.96,5.95,8.0,6.0,67059.92,35294.28
258722.40000000002,224.48,4.67,6.0,2.0,64705.38,33900.2
208545.59999999998,234.88,6.18,7.0,2.0,62382.46,14347.02
417761.10000000003,224.55,7.51,6.0,3.0,61355.95,43645.05
360195.9,284.89,5.19,8.0,5.0,59331.07,46669.9
276162.30000000005,316.38,5.59,9.0,4.0,44218.54,35420.74
390130.19999999995,236.19,6.42,7.0,3.0,59260.86,55030.17
351656.4,215.4,5.35,6.0,4.0,79159.3,41296.73
316419.9,201.61,5.74,6.0,3.0,76916.95,28213.41
184670.40000000002,208.5,4.14,6.0,3.0,62450.63,41190.21
381419.1,285.57,4.38,8.0,4.0,66447.48,48261.05
69357.0,202.77,5.1,6.0,3.0,62173.58,3883.45
312234.6,254.8,5.52,7.0,3.0,59611.33,40395.08
333513.30000000005,199.84,6.48,6.0,3.0,65531.11,39367.45
265738.80000000005,246.36,5.37,7.0,3.0,52681.23,44203.08
242926.80000000002,229.16,5.59,7.0,2.0,53348.63,36499.84
328738.19999999995,192.77,7.12,5.0,3.0,53048.67,46984.16
341582.69999999995,259.23,5.69,8.0,6.0,74283.06,21446.34
261972.59999999998,255.02,6.65,7.0,5.0,50212.44,20913.66
424074.0,231.03,6.74,7.0,4.0,75012.34,42877.42
519025.19999999995,219.47,7.36,6.0,4.0,81858.57,32549.99
298872.9,211.05,4.42,6.0,2.0,53664.08,57110.65
382055.69999999995,188.24,4.48,5.0,2.0,89502.85,40836.13
291053.1,247.92,6.18,7.0,6.0,51927.99,32256.64
342960.9,215.39,5.85,6.0,4.0,75927.36,22993.64
431395.19999999995,268.25,5.1,8.0,6.0,84802.79,35748.33
338616.0,151.41,7.41,4.0,2.0,66961.66,33423.29
459760.19999999995,232.62,5.68,7.0,3.0,86375.56,39781.75
324776.69999999995,252.98,6.67,7.0,4.0,59046.44,37813.71
346892.4,251.85,6.21,7.0,5.0,68368.4,28438.89
350628.0,280.18,5.35,8.0,3.0,61018.6,43395.74
407272.80000000005,251.98,8.08,7.0,6.0,65566.36,30117.17
276149.69999999995,233.7,5.49,7.0,4.0,59878.07,44212.91
543234.6000000001,298.75,6.08,9.0,3.0,76573.48,40002.33
271097.4,226.34,5.98,6.0,4.0,69013.37,17180.48
555154.2,215.54,7.65,6.0,3.0,78734.49,36688.16
344616.30000000005,234.41,6.91,7.0,2.0,59035.95,34753.42
447609.89999999997,230.42,5.39,7.0,3.0,83940.13,34602.38
249350.69999999998,218.55,6.83,6.0,3.0,54920.06,22835.58
339203.1,272.38,5.09,8.0,6.0,65554.84,39239.84
221160.59999999998,222.44,5.24,6.0,3.0,60168.27,33460.47
173492.7,254.53,5.38,7.0,3.0,52540.8,32090.23
333666.9,190.18,7.12,5.0,4.0,57182.8,39293.04
288759.6,237.21,5.69,7.0,2.0,55470.08,36246.41
253095.30000000002,222.51,5.68,6.0,2.0,67877.02,19524.1
365180.4,278.55,5.07,8.0,5.0,69439.94,33995.77
135092.09999999998,242.96,5.61,7.0,3.0,51874.1,26197.84
499041.89999999997,236.02,7.43,7.0,3.0,75655.91,31225.12
349384.80000000005,196.82,5.94,5.0,4.0,83973.3,20159.92
378905.4,203.62,5.76,6.0,3.0,65987.71,31771.53
659231.1000000001,251.26,5.99,7.0,5.0,94292.26,53620.89
516378.60000000003,262.76,6.62,8.0,3.0,62938.22,48947.36
501272.69999999995,271.5,6.18,8.0,5.0,72124.77,45415.72
344625.0,246.52,5.79,7.0,4.0,56398.33,50909.7
346464.9,244.94,7.39,7.0,5.0,50665.99,29726.01
512181.0,189.91,6.89,5.0,2.0,89475.56,31070.43
332522.1,237.72,6.73,7.0,2.0,45633.84,42371.58
376979.69999999995,284.51,5.7,8.0,4.0,66875.73,28819.04
354290.4,223.45,6.56,6.0,2.0,57849.55,43048.78
271630.80000000005,228.11,6.18,7.0,2.0,62881.16,22580.31
435036.89999999997,278.8,6.0,8.0,4.0,61091.45,46536.72
414843.30000000005,303.13,6.4,9.0,3.0,65973.38,40765.4
260608.19999999998,201.67,4.63,6.0,2.0,70280.69,38916.17
441524.10000000003,216.29,6.27,6.0,2.0,74428.13,49465.95
202913.40000000002,258.34,5.9,8.0,5.0,49500.18,25186.54
438726.60000000003,212.57,6.19,6.0,2.0,88905.84,26964.69
311034.6,247.11,5.48,7.0,5.0,63858.08,23808.18
336890.1,207.66,5.22,6.0,4.0,64044.03,58888.0
563122.2,276.35,7.55,8.0,4.0,73035.03,43408.42
497208.89999999997,265.22,4.72,8.0,6.0,77722.5,57287.6
527218.8,294.58,6.42,9.0,6.0,69185.71,50096.98
461725.5,251.99,7.21,7.0,6.0,67203.29,44610.45
521636.39999999997,287.93,6.76,9.0,6.0,69446.46,47025.18
356840.1,230.25,6.99,7.0,2.0,68700.27,22481.16
395038.19999999995,221.56,6.85,6.0,4.0,56671.15,54543.44
462891.30000000005,233.88,6.17,7.0,4.0,76824.56,43904.63
307491.9,187.24,6.02,5.0,2.0,62846.91,34628.99
405954.60000000003,224.76,6.65,6.0,4.0,73086.24,28913.11
478226.69999999995,287.3,5.81,8.0,6.0,70072.52,43181.82
450314.39999999997,286.64,4.13,8.0,5.0,74881.6,60895.41
243161.09999999998,242.79,4.2,7.0,3.0,53288.0,48927.3
381089.4,211.74,5.08,6.0,4.0,74245.87,53039.32
477306.89999999997,229.99,6.1,7.0,4.0,83112.21,44876.9
312195.9,272.53,4.95,8.0,6.0,65243.82,26710.18
191841.59999999998,225.26,6.5,6.0,2.0,62926.7,6248.76
260369.40000000002,201.11,7.58,6.0,2.0,53302.26,33222.76
232837.80000000002,237.74,4.36,7.0,4.0,54965.88,47460.61
360853.19999999995,229.76,7.51,7.0,2.0,73704.63,11637.89
403914.0,226.0,5.79,6.0,3.0,64675.13,53742.84
304329.0,245.35,5.58,7.0,4.0,72392.89,23997.45
412053.60000000003,242.52,5.29,7.0,2.0,75033.92,27355.83
436425.0,285.8,5.21,8.0,4.0,81291.67,33097.56
349980.0,275.87,5.3,8.0,3.0,55992.03,32032.64
327975.9,224.7,7.12,6.0,2.0,57108.62,43511.02
639228.6000000001,249.14,6.33,7.0,4.0,82373.21,67701.65
515928.60000000003,229.82,7.78,7.0,3.0,67433.4,41030.41
305964.30000000005,215.46,5.81,6.0,2.0,61088.39,40426.84
388993.5,218.94,5.92,6.0,3.0,69650.73,41608.06
411863.69999999995,240.91,6.87,7.0,3.0,64163.54,39354.79
335103.30000000005,242.31,5.93,7.0,3.0,68606.87,36084.84
287920.5,234.59,6.2,7.0,4.0,65739.69,27721.39
322447.5,237.56,4.76,7.0,3.0,50709.35,60199.84
276616.19999999995,284.15,3.52,8.0,3.0,65083.88,39498.3
305212.19999999995,242.29,5.18,7.0,3.0,58726.53,40771.03
368220.6,232.82,5.88,7.0,2.0,58593.45,45694.51
367812.6,246.2,6.5,7.0,3.0,59466.87,44825.81
423400.19999999995,283.55,4.75,8.0,3.0,79619.86,36156.92
395170.19999999995,287.37,6.68,8.0,6.0,63134.64,27554.29
375043.19999999995,175.85,6.78,5.0,4.0,81699.92,33957.0
416714.39999999997,322.12,6.78,10.0,5.0,49863.23,42056.85
237735.0,189.75,6.53,5.0,3.0,66835.22,23523.6
558204.6000000001,236.18,7.08,7.0,4.0,81301.92,40860.12
333248.4,273.8,5.63,8.0,4.0,67350.17,26076.39
461738.69999999995,248.7,6.44,7.0,5.0,77947.46,29660.8
339834.0,241.04,6.51,7.0,2.0,59941.02,37853.3
251889.0,250.51,5.0,7.0,6.0,69876.36,20038.86
372971.69999999995,240.59,4.23,7.0,2.0,74909.72,40193.53
331232.69999999995,272.6,6.16,8.0,4.0,62209.87,32529.95
499290.60000000003,268.82,8.55,8.0,4.0,83372.64,14502.44
245487.0,262.78,5.72,8.0,6.0,59273.42,20353.16
318799.80000000005,259.98,6.64,8.0,4.0,52916.37,36105.07
219013.19999999998,197.62,5.15,5.0,4.0,64714.52,23836.54
392152.19999999995,294.83,5.16,9.0,6.0,63427.81,31689.93
439413.0,181.98,7.64,5.0,2.0,72885.52,36711.49
230955.59999999998,209.61,5.04,6.0,4.0,63780.04,32010.23
303606.9,224.21,6.32,6.0,3.0,59709.93,39383.97
259898.40000000002,221.24,5.53,6.0,4.0,68275.58,31383.07
366818.1,206.4,6.16,6.0,3.0,78556.8,34677.72
299610.6,253.68,5.97,7.0,5.0,57471.94,35822.6
493272.60000000003,317.08,6.95,9.0,6.0,58583.51,39910.34
545156.3999999999,310.97,6.35,9.0,6.0,66537.25,53721.14
466192.80000000005,213.61,6.52,6.0,2.0,78269.14,54954.97
255177.90000000002,183.28,7.04,5.0,3.0,70562.36,26073.22
353996.1,246.31,7.49,7.0,3.0,65594.07,24580.56
466496.10000000003,258.18,6.61,8.0,4.0,72493.21,40722.66
384413.4,277.58,6.49,8.0,5.0,60757.08,35561.08
337703.4,265.01,5.4,8.0,3.0,72920.87,35656.23
511767.0,285.68,7.25,8.0,3.0,76134.68,34956.13
235069.5,210.97,5.97,6.0,2.0,56957.84,29498.96
406608.89999999997,302.38,6.29,9.0,6.0,54642.71,42987.07
278154.30000000005,190.66,6.65,5.0,3.0,60018.89,35188.92
317555.4,218.76,5.73,6.0,3.0,67417.11,36002.3
